Long Exact Matches:
   Start1     Start2    Length
  1636810    2803074        32
  1631774    1636810        32
  1633415    2803074        32
  1631774    1633415        32
  1619060    1636717        29
  1636717    3739222        29
   335821    1636717        29
  1189275    1631792        29
  3739981    3942579r       28
  1188522    3740557        29
   673201    3928324r       35
   673201    3928333r       35
   673201    3928342r       35
   673201    3928315r       34
  1618406    3943800r       30
  1618406    2089092        29
  1188576    1618406        29
   673201    3943800r       29
  1618406    3928315r       29
  1618406    3928324r       29
  1618406    3928333r       29
  1618406    3928342r       29
   673201    1618406        29
  1618406    2088621        29
  1618406    1991227        29
   336637    1618406        29
   673201    2089092        29
   673201    1188576        29
   673201    2088621        29
   673201    1991227        29
   673201     839414r       29
   673201     840749r       29
   336637     673201        29
  1618406    3779927r       28
   673201    3779927r       28
  1618406    3929290r       28
   673201    3929290r       28
  1618406    3941255r       28
   673201    3941255r       28
  1618406    3941591r       28
   673201    3941591r       28
  1618406    3941937r       28
   673201    3941937r       28
  3732123    3735678        31
  1532791    3895268r       36
  1780093    2971757        33
  3740098    3942741r       28
   335818    3739219        35
   335836    3739219        29
   371396     374082        29
   917611     917669        67
  3948418    3949618       230
  3948418    3949018       230
  1093411    1095164        28
  3747508    3751138        28
  3752861    3766779        36
  1780360    2971767        35
  1992061    3054436r       28
  3739969    3929116r       27
  3934700    3935960        33
  3934097    3935960        33
  3933494    3935960        33
  3934700    3935345        33
  3934097    3935345        33
  3933494    3935345        33
  2061522    2062068        28
  2059526    3319560r       54
  2059449    3319560r       54
  2687189    3626658r       30
  2687135    2687189        30
  2996113    3192246r       43
  2996062    3192246r       43
  2996011    3192246r       43
  2996113    3192299r       43
  2996062    3192299r       43
  2996011    3192299r       43
  2996113    3192352r       43
  2996062    3192352r       43
  2996011    3192352r       43
  2687189    3192246r       29
  2687189    3192299r       29
  2687189    3192352r       29
  2996113    3626658r       29
  2687135    2996113        29
  2996062    3626658r       29
  2687135    2996062        29
  2996011    3626658r       29
  2687135    2996011        29
  3747148    3757583        27
   425511     425541        29
  1488486    3055063r       28
  3746529    3756961        29
   424862    2166101        29
  1625390    3626638        29
  1182320    3628147r       29
  1182320    1828860r       27
  4021393    4021454r       62
  2866957    2867613        36
  2850926    2953503r       45
  2687133    3192354r       31
  3119774    3122300        39
   964581     964770        37
  1095366    1095492        28
  1093490    1095492        28
  1095243    1095366        28
  1093490    1095243        28
  3927771    3935981        30
  3927771    3935366        30
  3934118    3935708        38
  3933515    3935708        38
  3934118    3935093        38
  3933515    3935093        38
  3934118    3940819        32
  3933515    3940819        32
  3934118    3936323        30
  3933515    3936323        30
  1276939    2196714r      791
   840157    3802450        31
   926350    2423795r       30
   839377    2423795r       30
   926251    2423795r       27
   335972     338735        39
  3820408    3820465        37
  1267172    1267230        34
  1779809    1780335        36
  1723551    3277857        32
  3947464    3948055       289
  3947113    3948055        93
  3948055    3949606        28
  3948055    3949006        28
   338509    3930217r       29
  2135689    4266471        35
   177259    4078039r       41
   177259    4318003r       27
  3929172    3943862        32
   839485    3949942        29
   839485    3949342        29
   362461    3741563r       30
   839476    3943844        30
  3928314    3943772        32
  3928305    3943772        32
  3928296    3943772        32
  3928287    3943772        32
   839386    3943772        31
   839386    1188604r       31
   839386    3928314        31
   839386    3928305        31
   839386    3928296        31
   839386    3928287        31
   840721    2089120r       30
   839386    2089120r       30
   840721    3943772        30
   840721    1188604r       30
   840721    3928314        30
   840721    3928305        30
   840721    3928296        30
   840721    3928287        30
   840721    1618434r       29
   839386    1618434r       29
   361744    1573447r       30
  3162753    3740381r       27
   925366    1489549r       37
  3803218    3930453        29
   837938    3927282        29
   837938    3927186        29
  3934823    3934871        55
   150027    2062252r       31
  3935705    3940816        35
  3935090    3940816        35
  3936320    3940816        33
  3932612    3936320        28
  3932612    3935705        28
  3932612    3935090        28
   839782    3928209        34
   839782    3928218        29
   836189    1634157r       45
   836189    1637759r       45
  3947398    3947989        65
  3947056    3947989        60
   837779    1218274        28
   837314     838972        33
  3948754    3949357       174
  1211958    2089144r       33
  1211958    3162657        33
   150072    1573315r       27
  3557265    4075663        34
  3934439    3941924        34
  3933836    3941924        34
  3934439    3941578        34
  3933836    3941578        34
  3934439    3941242        34
  3933836    3941242        34
   839392     968655r       27
   839392    3738043r       27
   837944    3941915        32
   837944    3941569        32
   837944    3941233        32
   837944    3779905        32
  3940282    3940516        36
  3934880    3935495       858
  3934880    3936110       243
  3934832    3936110        46
  3934832    3935495        46
  3932930    3947890        39
  3932930    3948130        39
  3932930    3947539        39
  3932324    3932510        34
  3941587    3948703        40
  3941251    3948703        40
  3941933    3948703        33
  3948613    3949822        43
  3948613    3949222        43
  3949813    3949822        35
  3949222    3949813        35
  3949213    3949822        35
  3949213    3949222        35
  3944474    3949813        34
  3944474    3949213        34
  3944474    3948613        34
  3927270    3949831        27
  3927270    3949231        27
  3927270    3948694        27
  3927270    3948622        27
  3933392    3933995       609
   623878    1212810        29
  1212186    3802699        33
  3163305    3738052r       27
   927415    1633389r       34
  3163743    3779620        27
  1212318    1212336        35
  1212420    1489207r       27
  1662604    3994799r       29
   736262    1064082        32
   840166    3802582        31
  3948988    3949588       394
  3054690    3802702        30
  1212189    3054690        30
  2439520    2721014       429
   927493    3928278        27
   623923     624310        27
  1618781    3933855r       28
  1618781    3934458r       28
  1189362    3948641r       30
  1189362    3949241r       30
  1189362    3949841r       30
  1189362    3944502r       29
  1189362    3949250r       29
  1189362    3949850r       29
  1189362    1631072        29
  1189362    3948569r       28
  1189362    3949169r       28
  1189362    3949769r       28
   672514    1189362        28
  1189362    3948713r       27
    79505      79514        44
    79505      79523        35
  2866504    2867160        65
   839935     840019        42
  3122228    3122809        38
  3743838    3756079        32
   332803     841561r       66
  1339774    1933345r       32
  1828801    3059849r       28
  1828801    2700527r       27
   279536    3348539r       29
  1568048    1568105r       27
  1339924    1533058r       42
  1339924    3895001        42
  2089375    3054057r       27
  1638086    3054057r       27
  1634484    3054057r       27
   188696    1606529r       27
   802441    1644299r       32
   802441    1644352r       32
  1457519    1644299r       28
   795480    1644299r       28
  1457519    1644352r       28
   795480    1644352r       28
   577466     917670r       29
   577408     917670r       29
   577350     917670r       29
   577292     917670r       29
   577466     917728r       29
   577408     917728r       29
   577350     917728r       29
   577292     917728r       29
  1489807    1619526        27
  1814981    2637386        73
  1071275    3171506r       37
  1071275    3171560r       37
  1071275    3171614r       37
  2639497    3529128        28
    82452    2884118        33
  2025914    2028993        94
   154206    3658664r       33
   154153    3658664r       33
   335125    2061423        27
  1182353    3105011        27
  1828832    3348508r       28
  2700501    3059823        29
  3059823    3348508r       27
  3059823    3724581r       27
  1828832    3059823        27
  2700501    3348508r       27
   829739     842335        30
  3746962    3750589        29
  3552585    3559386        27
  3158978    3171578        28
  3158978    3171524        28
  3158978    3171470        28
   516830    1071311r       27
   516830    3158978        27
  3740902    3943806r       32
  3740755    3943806r       28
  2365411    3551227      1361
  1996099    2431473r     1357
  1996099    3121880r     1357
  2866599    2867255        43
   279531     279598r       30
  3663728    3663926        62
  3663728    3663863        62
  3663702    3663728        27
  2629899    2631661        28
  3101040    3195004        29
  2026034    2029113        76
  3430337    3430382r       46
  1625379    2716352        35
   272892    3073118r       28
  1782619    2975789        91
   104963    1789698        44
   104963    3883663r       37
  3743516    3771002        33
  3528935    3766874        28
  2639295    3766874        28
   799015    4077943r       27
  1533435    3894624r       31
   717389    2577584r       27
  2639328    3766907        29
  2639328    3752989        29
  2639328    3528968        28
   361510    4091409        27
  2295295    2301385       397
  3239471    3239526        92
  3239471    3239739        37
  3239471    3239660        37
  3239471    3239581        37
  3746627    3757059        33
  3750254    3757059        30
  2805572    3738341        30
   977725    2639054        32
   921580    3194451r      249
  2423801    2423810        27
  3941388    3941725       146
  1340831    4060419r       85
  1188515    1188569        31
  3351091    3351147        68
  3505300    3505327r       28
   334697    2000988r       27
  2170514    2935144r       30
  3073091    3319532r       28
  4348725    4348778        47
  1634637    1638239       154
   675488    1864933        27
   336635    2088619        33
  2088619    2089090        31
  1386126    1572844        27
  1631415    2089018        28
   337925     926347r       27
   335534    1991735        33
  1990487    3928242r       27
   675131    3742166        31
   337145     839806r       28
   337145    3742166        28
   337145     675131        28
   675131     927448r       27
   337145     927448r       27
  1633356    3742166        27
   675131    1633356        27
   337145    1633356        27
   338591    1212123r       28
   335810    1212123r       27
  1991966    4094287r       27
  3731351    3765028        32
  2803118    2803832        29
  3752543    3766461        30
  3284754    4301231        35
  3245122    4301231        35
  2347582    3572574        30
  2347525    3572574        30
  2347468    3572574        30
  2347411    3572574        30
  2061259    2795919        32
  3116709    4216403r       35
   736229     736296r       27
  2300453    2306519       111
  3928207    3946610        27
  3928207    3931821        27
   272886    3319499        38
   272886    3319598        31
  2330178    2687226r       33
  3732259    3735814        51
  3730531    3735814        51
   675130     839807r       29
  1991965    3055225r       27
   338512    3055225r       27
  3245121    3284753        37
  3100518    3194482        29
  3748323    3760516        41
  1489595    2000987r       34
   334698     838812r       29
   334698     925321r       29
   334698     926574r       29
   335949     836095r       32
  2926143    3457401        28
  3737678    3740688        27
  2423751    3740688        27
  1572848    3737678        27
  1572848    2423751        27
  1864790    3738317        27
  1632145    3779823r       30
  1191649    2796892        31
  1189925    2796892        31
  1191649    1991238        28
  1189925    1991238        28
  1093863    4037560        30
  3100175    3333758        70
  3194139    3333758        31
  3100175    3194139        31
  3232651    3232707       108
  3232651    3232763        52
  3232651    3232819        48
   337500    3738867        27
  4155460    4155517        66
  1340579    2626599r       85
  2196750    3884287        27
  2687132    3626661r       34
   795471    1625413r       37
   795471    2716386r       35
  1288042    1963472r       32
  3319582    3704910        32
  2295944    2302034        66
  1340501    2626677r       77
  1876540    2299684r       30
  1876540    2305753r       30
  2165327    2165402       152
  2165327    2165477        77
   336765    3941004r       28
  2423961    3941208r       29
  2944378    3803001r       29
   335856     338619       100
  2089109    3162692r       37
  1992078    4094130r       29
   334578     337515        32
  1189460    1191388        50
  1191601    4037464        27
  1189877    4037464        27
  1636827    3741645        33
   674052    1636827        27
  1188650    3943720r       28
  1572845    3740685        30
  2423679    3738465        32
   338601    2803073        27
   338601    1631773        27
  1619059    3739221        31
   335820    1619059        31
  1619059    3933850r       27
  1619059    3934453r       27
   335838    1619059        27
  1190965    3740100        29
  1190965    3738636        27
  1188860    1191334        30
   337842    1191334        30
   337842    1188860        30
   336636     840750r       42
   336636     839415r       36
   336636    1991226        34
  1991226    2088620        32
  1188575    2089091        31
  2089091    3928316r       30
  2089091    3928325r       30
  2089091    3928334r       30
  2089091    3928343r       30
  2088620    3928316r       30
   336636    3928316r       30
  2088620    3928325r       30
   336636    3928325r       30
  2088620    3928334r       30
   336636    3928334r       30
  2088620    3928343r       30
   336636    3928343r       30
  2089091    3943801r       30
  2088620    3943801r       30
   336636    3943801r       30
  1991226    2089091        30
  1188575    2088620        30
   336636    1188575        30
  2089091    3779928r       29
  2088620    3779928r       29
   336636    3779928r       29
  2089091    3929291r       29
  1188575    3929291r       29
  2088620    3929291r       29
  1991226    3929291r       29
   336636    3929291r       29
  2089091    3941256r       29
  2088620    3941256r       29
   336636    3941256r       29
  2089091    3941592r       29
  2088620    3941592r       29
   336636    3941592r       29
  2089091    3941938r       29
  2088620    3941938r       29
   336636    3941938r       29
  3740907    3929291r       27
  2089091    3740907        27
  2088620    3740907        27
   336636    3740907        27
   673209    3929291r       27
   673209    2089091        27
   673209    2088620        27
   673209     840750r       27
   336636     673209        27
   674043    1385287        27
   337506    1990899        29
   337506     361764r       27
  1990899    2795929        27
  1991235    2796889        31
   336645    2423766        27
   333590    2423766        27
  1989921    2423337        42
   672612    3932944r       29
  2088782    3927800r       30
  2088782    3935395r       30
  2088782    3936010r       30
  1573001    3803448r       29
   335427     338211        34
   338211     840270r       32
   335427     840270r       32
   335427    3927152r       28
  3743970    3749388        30
  1093851    2944480        35
  1093851    1095946        35
  1656144    2944387        29
  1992069    2944387        28
  1656144    1992069        28
  1489529    3802230r       27
  1864925    2423328        30
   675093    1864925        29
  1489238    1631947        27
  2088836    2424165        29
  1990488    3940839r       29
  1632733    1990488        27
  1864079    3947412r       29
   675132    3935113r       33
   675132    3935728r       33
   675132    3936343r       33
  3742167    3935113r       30
  3742167    3935728r       30
  3742167    3936343r       30
  3741828    3742167        29
   675132    3741828        29
   337146    3741828        27
   337146    3935113r       27
   337146    3935728r       27
   337146    3936343r       27
  1989993    2922464r       27
   969022    1488686        27
   336720    1488323        31
   335811     335829        36
   335136     839325r       34
  1188812    3737474        30
   338556    1864871        32
   673941    1864871        31
   338556     673941        31
   335688    4094286r       27
  2687188    2996112        30
  2687188    2996061        30
  2687188    2996010        30
  1864070    3741819        33
   333759    3737468        27
  2358929    4221515        29
   926549    1489620r       29
   838787    1489620r       29
   839666     925296        27
   925296    1489620r       27
   839666     926549        27
   838787     839666        27
   623132    1619327r       27
  3730412    3732140       230
  3731369    3751140        29
   335940     838821r       31
  3947829    3948069       175
  3947478    3947829       175
  3947127    3947829        79
  1781838    2974990        30
   839376     926349        33
   839376     926250        28
  1093908    2944537       564
  1093908    1096003       202
  1095242    1095491        29
  1095856    2944390       349
  2423331    2796883        31
  1990893    2423331        28
  1864928    2796883        27
  1864928    1990893        27
  2944282    3802608r       27
   674499    3934756r       31
   473906     475972        62
  3247647    3253061        32
  3738344    4037419        27
  2805575    4037419        27
  1989912    3928352r       30
  2088353    2423982        27
   338595    3940854r       30
  1191133    3930209r       27
  1212089    3738489r       31
   333581    2795920        31
   333581    2061260        31
  2795920    3739971        30
  2061260    3739971        30
   673311    2795920        30
   673311    2061260        30
   833375     833432        40
  3928208    3928217        30
   361785    3802659        27
   926634     926907        28
  3941517    3941863       103
  3947109    3947460        97
  3947460    3949602        32
  3947460    3949002        32
  2424201    3932461r       27
  3942793    3944269        27
  3934438    3944269        27
  3933835    3944269        27
  3934735    3935995        32
  3934735    3935380        32
  3927503    3948630        27
  3802365    3927278        27
  3944473    3949821        35
  3944473    3949221        35
  3944473    3949830        27
  3944473    3949230        27
  3944473    3948693        27
  3944473    3948621        27
  3944473    3949749        27
  3944473    3949149        27
  3944473    3948549        27
  3163304    4031633r       28
   736230     755263        31
  2059528    3319657r       28
  2059451    3319657r       28
   802437    1625408r       36
   795476     802437        32
   802437    2716381r       30
  1944766    2716381r       27
   802437    1944766        27
   795476    1944766        27
  3732470    3736025       154
  3730742    3736025       154
  1781133    2974285        27
  3932602    3947379        34
  2359281    4221867        31
  3749391    3756214        30
  3743973    3756214        27
   366592     371971        27
  3746616    3750243        41
  3750243    3764149        28
  3746616    3764149        28
  3762388    3764149        27
  3746616    3762388        27
  3758809    3764149        27
  3746616    3758809        27
   374699    3744807        32
  3732155    3735710       103
  3730427    3735710       103
  3746661    3757093        41
   428438     429836        38
  3764383    3766129        29
   672513    3948570r       29
   672513    3949170r       29
   672513    3949770r       29
   672513    3948642r       29
   672513    3949242r       29
   672513    3949842r       29
   672513    3944503r       29
   672513    3949251r       29
   672513    3949851r       29
   672513    1631071        29
   672513    3948714r       28
   672513    1572476        27
   338298     840267r       32
   338214     338298        29
   335430     338298        29
  3746922    3750549        38
   672486    3943285r       29
  3746820    3759013        49
  3748602    3760795        38
   104859    3883767r       56
   104859    1789594        56
  3762694    3764455        41
  1481393    1483112        27
  2829262    2983612r      667
  1342064    2983612r      667
  2829262    3481992r      517
  1342064    3481992r      517
  2829262    3382081       517
  1342064    3382081       517
  1385344    4032365        27
  3729545    3743892        32
  2983096    3481476       759
  2983096    3382597r      759
  1169448    2983096       759
  1169448    1342580r      517
  1169448    2829778r      517
  1828831    3724582r       30
  1828831    2700500        28
  1160687    2030835r       27
  2626031    4060127        27
  1160687    2626031        27
   334500     839826r       35
  1489388    4094211r       27
   428549     429956        48
   461386    4040058        29
  1634551    1638153        29
  3971483    3998860r       27
   429827    3760816        29
   430082     431459        29
   428675     431459        29
   367018     372397        28
   431369     432731        41
   431339     432731        29
   431339     431369        29
   429962     432731        29
   428555     432731        29
   429962     431369        29
   428555     431369        29
   429962     431339        29
   428555     431339        29
   426944     432731        28
   426944     431369        28
   426944     429962        28
   426944     428555        28
   429992     432701        29
   427100    3998920r       34
  3746775    3750402        38
  3746775    3758968        29
   427094     432695        30
   427094     431333        30
   425294     425354        48
  1828834    3628121        28
  3628121    3724579r       27
  1828834    4008689        27
   336258     339021       122
  4353295    4353346        65
  3752328    3766243        31
   177145    4288166r       31
  3123169    3123386        40
  3628120    4008688        28
  3743436    3769788        44
  3119992    3123170        40
  3119992    3123387        39
   958471    3835219        35
  1093236    1094869        30
   279569    3724588        27
  3348515    3803888        27
  1702691    4053648        31
  3119918    3122372        35
  1160733    1341101r       28
  1946982    3847758r       42
  3724568    3909773        32
  1357079    3724568        32
   105064    1789799        67
  3122583    3123171        40
  3122084    3123171        39
  3122084    3122583        39
  3119993    3122583        39
  3119993    3122084        39
  3122511    3123388        41
  3123388    3123539        38
  3122511    3123539        38
  3123171    3123539        38
  3122583    3123539        38
  3122084    3123539        38
  3119993    3123539        38
  3122583    3123388        38
  3122084    3123388        38
  3122511    3123171        38
  3122511    3122583        38
  3119993    3122511        38
   921752    4301683r       30
  1064067    3835220        32
   755280    3835220        32
   958472    1064067        32
   755280     958472        32
  1532828    3895231r       27
  1340644    2030332        44
  3941670    3949740        27
  3941334    3949740        27
  3941670    3949140        27
  3941334    3949140        27
  3941670    3948540        27
  3941334    3948540        27
  3120430    3122433        39
  3745266    3750702        52
  3745155    3748746        27
   429989     432728        29
   425435     433964        27
  3750465    3764371        38
  3932730    3947858        29
  3932730    3948098        29
  3932730    3947507        29
  3932730    3947156        29
  3000947    3002316        32
  3940367    3940523        29
  3940289    3940367        29
   927422    3742192r       28
   839780    1633382r       27
   839780     927422        27
  1218077    3738763r       29
  1218077    3739888r       29
  3163108    3944349        28
  3928282    3928291        56
  3928282    3928300        47
  3928282    3928309        38
  3928282    3928318        29
  3928282    3943776        28
  3928282    3941913        28
  3928282    3941567        28
  3928282    3941231        28
  3779903    3928282        28
   839390    3928282        27
   338835    4032920        27
  3946934    3947627       119
  3946934    3948218       119
  3946934    3947276       119
  2030522    4060416r      112
  2030522    2626344r       82
  1340834    2030522        82
  1339437    3894514       111
  1339437    1533545r       74
  3744982    3757223        29
  3746791    3748573        39
  1160857    1340953r       37
  2626225    4060297        37
  1160857    2626225        37
  1339602    3894679        46
  3690951    3691009        52
  3189524    3189581        33
  1096206    2944740        29
  1094111    1096206        29
  2061830    2062004        29
  1489397    2088833        27
   428546    1263080        27
  3745119    3748710        29
  3820450    3820509        36
  2461326    2461383       122
  2461326    2461440        65
  1982029    1982104       110
  1982029    1982179        35
  2990585    2990640        59
  2339372    2339450        54
  1781869    2975021        70
   516825    3138019        30
   516825    3074492        28
  1780275    2971951        37
  2440284    2721817        40
  1814926    2637331        54
  2074436    2074492       134
  2074436    2074548        78
  1830088    3626628        33
  1468142    3105035r       28
  1468142    3104982        28
  1489394    2062100        29
   333045     841319r       41
  1160347    3800103r       54
   921856    3100211r       37
   921856    3333794r       37
   373284     374574        40
  1907460    1907516        60
   960167     960220       104
   960167     960273        51
  3122157    3122584        40
  3122157    3123172        39
  3120284    3123172        39
  3120284    3122584        39
  3119184    3123540        39
  3123317    3123540        38
  3119184    3123317        38
  3122085    3122157        38
  3120284    3122085        38
  3119700    3122085        38
  3119994    3122157        38
  3119994    3120284        38
  3119700    3123172        38
  3119700    3122584        38
  3119700    3122157        38
  3119700    3120284        38
  3119700    3119994        38
  3120140    3123389        37
  3120140    3122512        37
  3122157    3123389        37
  3120284    3123389        37
  3119700    3123389        37
  3122157    3122512        37
  3120284    3122512        37
  3119700    3122512        37
  3123317    3123389        37
  3119184    3123389        37
  3122512    3123317        37
  3119184    3122512        37
  3120140    3122085        37
  3120140    3123172        37
  3120140    3122584        37
  3120140    3122157        37
  3120140    3120284        37
  3119994    3120140        37
  3119700    3120140        37
  3120140    3123540        37
  3119184    3120140        37
  3122085    3123317        37
  3119184    3122085        37
  3123172    3123317        37
  3119184    3123172        37
  3122584    3123317        37
  3119184    3122584        37
  3122157    3123317        37
  3122157    3123540        37
  3119184    3122157        37
  3120284    3123317        37
  3120284    3123540        37
  3119184    3120284        37
  3119994    3123317        37
  3119184    3119994        37
  3119700    3123317        37
  3119700    3123540        37
  3119483    3123389        30
  3119483    3122512        30
  3119483    3120140        30
  3119483    3122085        30
  3119483    3123172        30
  3119483    3122584        30
  3119483    3119994        30
  3119483    3119700        30
  3119483    3123317        30
  3119483    3123540        30
  3119184    3119483        30
   787388    3063096        31
  1169298    3382747r     1436
  1169298    3481326      1435
  1169298    1342730r      149
  1169298    2829928r      149
  2982946    3481326       149
  2982946    3382747r      149
   369440     424974        29
   310008    2637394r       32
  1702815    2637394r       29
  3336504    3336563       142
  3336504    3336622        83
  3155883    3155937       153
  3155883    3155991        99
  1451778    2347440r       42
  1451778    2347497r       33
  1451778    2347554r       33
  1451778    2347611r       33
  3155883    3156045        45
  1987701    2784613      1357
   717667    2577334r       32
  1160865    2030633r      112
  3820430    3820546        44
  3732081    3735636        37
  3730353    3735636        37
   739081    3808358        38
  3120356    3122010        39
  3119553    3120356        39
   206812     206869        39
  3122434    3123027        38
  3119625    3122434        38
  3120431    3123027        38
  3119625    3120431        38
  2439402    2720896        56
  3277398    4294267        30
  3757327    3762667        30
   424844    3732095        27
   424844    3730367        27
  3594287    3594343        57
  2625890    4059986       121
  1160546    2625890       121
  1160546    1341288r       34
  3194250    3333869        56
  3333869    4301654        30
  3194250    4301654        30
   551565     551594r       30
  1710898    3820757r       29
  1780439    1780474r       36
  2971846    2971881r       36
  2299197    2305266       923
  3750398    3758964        33
   431302     432664        63
   429925     432664        30
  3248139    3253553        29
  3745125    3746934        27
   339757    3377844r       29
   339757    3380284r       29
   197939     686225        44
  2163731    2164007        59
  2163731    2163938        59
  2163731    2163869        59
  2163731    2163800        59
  1815037    4053717r       30
   840719    2088651r       32
   839384    2088651r       32
  3247836    3253250        65
   197212     685480        32
  1753305    2639504        28
  3377649    3380089       352
  1218417    3803361        28
  3119919    3122659        38
  3122373    3122659        34
  1161033    4060473       115
  1161033    1340777r      110
  2626401    4060473       110
  1161033    2030465r       89
  3746874    3750501        32
  3757372    3760915        41
  3757372    3759133        32
  3748626    3752208        32
  2969989    2980971        28
  3710380    3890777      1359
  1573574    2424555        28
  2372502    4120984        32
  2372445    4120984        32
  2372502    4120927        32
  2372445    4120927        32
  1096471    2945005        37
  1094376    1096471        37
  3277497    4294366        28
  3348511    3803883r       29
  3348511    3724584        29
  3334063    4301685        47
  1983043    1983199        92
  1982965    1983199        92
  1983121    1983199        74
  4120917    4120974        66
  1533289    3894770r       38
   474063     476141        37
   833342    1573505r       29
   624315    1633381r       27
  3943108    3943144        36
  1218078    1632109r       27
   863202    4134672        28
   631327     631363        65
   631327     631399        29
